,H_median,S_median,V_median,H_mean,S_mean,V_mean,R_median,G_median,B_median,R_mean,G_mean,B_mean
example.JPG.eye_rightSide,264,0.6222,0.1608,266.7486,0.6043,0.1694,0.102,0.0627,0.1608,0.1102,0.0689,0.1685
